Samples    E_ads_eV    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)    Reference
CH2_Ni_211_fcc-s    1.156    2.502    2.476    0.71    1.16    8.333    3    -1.236    1.755    4.945    7.64    1.157    8.821    1.231    1.91    1.903    0.169    this work
CH2_Ni_211_fcc-t    1.473    2.502    2.496    0.71    1.16    9.667    3    -1.29    1.865    4.945    7.64    1.157    8.784    1.308    1.91    1.78    0.128    this work
CH2_Ni_211_four-fold-s    1.323    2.502    2.484    0.71    1.16    8.5    4    -1.225    1.768    4.945    7.64    1.157    8.817    1.232    1.91    1.796    0.169    this work
CH2_Ni_211_hcp-s    0.995    2.502    2.47    0.71    1.16    7.667    3    -1.2    1.701    4.945    7.64    1.157    8.842    1.186    1.91    1.883    0.194    this work
CH2_Ni_211_hcp-t    1.285    2.502    2.489    0.71    1.16    9.333    3    -1.28    1.837    4.945    7.64    1.157    8.791    1.292    1.91    1.847    0.136    this work
CH2_Ni_211_top-s    1.766    2.502    2.464    0.71    1.16    7.0    1    -1.152    1.645    4.945    7.64    1.157    8.858    1.14    1.91    1.888    0.218    this work
CH2_Ni_211_top-t    2.132    2.502    2.482    0.71    1.16    9.0    1    -1.27    1.809    4.945    7.64    1.157    8.801    1.275    1.91    1.917    0.145    this work
CH2_Pd_211_bridge1-s    1.438    2.819    2.799    0.94    2.78    8.0    2    -1.567    1.308    5.21    8.337    0.562    9.312    0.727    2.2    2.244    0.137    this work
CH2_Pd_211_bridge1-t    1.452    2.819    2.817    0.94    2.78    9.5    2    -1.692    1.401    5.21    8.337    0.562    9.272    0.796    2.2    2.219    0.118    this work
CH2_Pd_211_bridge2-s    1.16    2.819    2.79    0.94    2.78    7.0    2    -1.5    1.244    5.21    8.337    0.562    9.334    0.682    2.2    2.15    0.15    this work
CH2_Pd_211_bridge2-t    1.393    2.819    2.809    0.94    2.78    9.0    2    -1.635    1.372    5.21    8.337    0.562    9.288    0.773    2.2    2.33    0.125    this work
CH2_Pd_211_bridge3-s    1.374    2.819    2.808    0.94    2.78    8.5    2    -1.625    1.337    5.21    8.337    0.562    9.294    0.75    2.2    2.128    0.13    this work
CH2_Pd_211_fcc-s    1.599    2.819    2.803    0.94    2.78    8.333    3    -1.59    1.329    5.21    8.337    0.562    9.303    0.743    2.2    2.269    0.133    this work
CH2_Pd_211_four-fold-s    2.013    2.819    2.808    0.94    2.78    8.5    4    -1.628    1.333    5.21    8.337    0.562    9.293    0.751    2.2    2.125    0.13    this work
CH2_Pd_211_hcp-s    1.597    2.819    2.796    0.94    2.78    7.667    3    -1.545    1.287    5.21    8.337    0.562    9.319    0.712    2.2    2.211    0.141    this work
CH2_Pd_211_hcp-t    1.608    2.819    2.814    0.94    2.78    9.333    3    -1.677    1.386    5.21    8.337    0.562    9.276    0.789    2.2    2.252    0.12    this work
CH2_Pd_211_top-s    2.202    2.819    2.79    0.94    2.78    7.0    1    -1.501    1.244    5.21    8.337    0.562    9.334    0.683    2.2    2.147    0.15    this work
CH2_Pd_211_top-t    2.356    2.819    2.809    0.94    2.78    9.0    1    -1.635    1.372    5.21    8.337    0.562    9.286    0.773    2.2    2.325    0.125    this work
CH2_Pd@Ir_211_bridge1-s-1    1.341    2.753    2.759    1.01    3.615    8.0    2    -2.026    2.104    5.462    8.729    1.063    8.448    1.062    2.2    1.036    0.157    this work
CH2_Pd@Ir_211_bridge1-s-2    0.893    2.753    2.709    1.08    4.45    8.0    2    -1.828    2.519    5.462    9.121    1.564    7.745    1.248    2.2    1.515    0.202    this work
CH2_Pd@Ir_211_bridge1-s-3    1.043    2.753    2.7    1.08    4.45    8.0    2    -1.851    2.611    5.462    9.121    1.564    7.727    1.25    2.2    1.483    0.191    this work
CH2_Pd@Ir_211_bridge1-t-1    1.115    2.753    2.735    1.08    4.45    9.5    2    -1.956    2.667    5.462    9.121    1.564    7.7    1.302    2.2    1.371    0.125    this work
CH2_Pd@Ir_211_bridge1-t-2    1.122    2.753    2.739    1.08    4.45    9.5    2    -1.975    2.671    5.462    9.121    1.564    7.689    1.31    2.2    1.336    0.122    this work
CH2_Pd@Ir_211_bridge1-t-3    1.098    2.753    2.731    1.08    4.45    9.5    2    -1.998    2.763    5.462    9.121    1.564    7.672    1.312    2.2    1.303    0.111    this work
CH2_Pd@Ir_211_bridge2-s-1    0.712    2.753    2.742    1.01    3.615    7.0    2    -1.915    2.013    5.462    8.729    1.063    8.502    1.017    2.2    1.179    0.218    this work
CH2_Pd@Ir_211_bridge2-s-2    0.336    2.753    2.692    1.08    4.45    7.0    2    -1.717    2.428    5.462    9.121    1.564    7.798    1.203    2.2    1.659    0.262    this work
CH2_Pd@Ir_211_bridge2-t-1    1.017    2.753    2.725    1.08    4.45    9.0    2    -1.939    2.61    5.462    9.121    1.564    7.691    1.293    2.2    1.372    0.142    this work
CH2_Pd@Ir_211_bridge2-t-2    1.103    2.753    2.717    1.08    4.45    9.0    2    -1.963    2.702    5.462    9.121    1.564    7.673    1.294    2.2    1.339    0.131    this work
CH2_Pd@Ir_211_bridge3-s-1    1.316    2.753    2.769    1.01    3.615    8.5    2    -2.044    2.161    5.462    8.729    1.063    8.458    1.072    2.2    1.035    0.14    this work
CH2_Pd@Ir_211_bridge3-s-2    0.72    2.753    2.723    1.08    4.45    8.5    2    -1.863    2.581    5.462    9.121    1.564    7.743    1.265    2.2    1.479    0.182    this work
CH2_Pd@Ir_211_bridge3-t-2    1.632    2.753    2.753    1.08    4.45    10.0    2    -2.01    2.733    5.462    9.121    1.564    7.688    1.328    2.2    1.299    0.102    this work
CH2_Pd@Ir_211_fcc-s-1    1.762    2.753    2.747    1.033    3.893    8.333    3    -1.997    2.273    5.462    8.86    1.23    8.196    1.139    2.2    1.148    0.152    this work
CH2_Pd@Ir_211_fcc-t-1    1.51    2.753    2.741    1.08    4.45    9.667    3    -1.974    2.689    5.462    9.121    1.564    7.696    1.311    2.2    1.347    0.117    this work
CH2_Pd@Ir_211_hcp-s-2    0.986    2.753    2.697    1.08    4.45    7.667    3    -1.806    2.55    5.462    9.121    1.564    7.751    1.234    2.2    1.541    0.215    this work
CH2_Pd@Ir_211_hcp-t-1    1.341    2.753    2.732    1.08    4.45    9.333    3    -1.95    2.648    5.462    9.121    1.564    7.697    1.299    2.2    1.372    0.13    this work
CH2_Pd@Ir_211_top-s-1    2.414    2.753    2.792    0.94    2.78    7.0    1    -2.114    1.598    5.462    8.337    0.562    9.205    0.831    2.2    0.699    0.173    this work
CH2_Pd@Ir_211_top-s-2    0.712    2.753    2.692    1.08    4.45    7.0    1    -1.717    2.428    5.462    9.121    1.564    7.798    1.203    2.2    1.659    0.262    this work
CH2_Pd@Ir_211_top-t-1    1.346    2.753    2.725    1.08    4.45    9.0    1    -1.939    2.61    5.462    9.121    1.564    7.691    1.293    2.2    1.372    0.142    this work
CH2_Pd@Ir_211_top-t-2    1.59    2.753    2.708    1.08    4.45    9.0    1    -1.986    2.793    5.462    9.121    1.564    7.656    1.296    2.2    1.307    0.12    this work
CH2_Pt_211_bridge1-s    1.122    2.838    2.801    1.04    3.9    8.0    2    -1.966    1.975    5.75    8.959    2.125    8.792    1.149    2.28    1.753    0.153    this work
CH2_Pt_211_bridge1-t    1.209    2.838    2.836    1.04    3.9    9.5    2    -2.067    2.069    5.75    8.959    2.125    8.789    1.213    2.28    1.631    0.112    this work
CH2_Pt_211_bridge2-s    0.654    2.838    2.781    1.04    3.9    7.0    2    -1.895    1.891    5.75    8.959    2.125    8.812    1.101    2.28    1.72    0.176    this work
CH2_Pt_211_bridge2-t    1.098    2.838    2.82    1.04    3.9    9.0    2    -2.037    2.06    5.75    8.959    2.125    8.772    1.199    2.28    1.788    0.129    this work
CH2_Pt_211_bridge3-s    0.994    2.838    2.817    1.04    3.9    8.5    2    -1.996    1.985    5.75    8.959    2.125    8.807    1.164    2.28    1.596    0.135    this work
CH2_Pt_211_top-s    1.56    2.838    2.781    1.04    3.9    7.0    1    -1.894    1.89    5.75    8.959    2.125    8.815    1.102    2.28    1.721    0.176    this work
CH2_Pt_211_top-t    1.877    2.838    2.82    1.04    3.9    9.0    1    -2.037    2.06    5.75    8.959    2.125    8.769    1.2    2.28    1.789    0.129    this work
CH2_Pt@Rh_211_bridge1-s-1    1.255    2.734    2.723    1.015    3.61    8.0    2    -1.755    2.081    5.191    8.209    1.634    8.326    1.062    2.28    1.499    0.175    this work
CH2_Pt@Rh_211_bridge1-s-2    1.237    2.734    2.705    0.99    3.32    8.0    2    -1.381    2.229    5.191    7.459    1.143    7.909    1.064    2.28    2.023    0.185    this work
CH2_Pt@Rh_211_bridge1-s-3    1.184    2.734    2.699    0.99    3.32    8.0    2    -1.392    2.234    5.191    7.459    1.143    7.905    1.052    2.28    2.018    0.183    this work
CH2_Pt@Rh_211_bridge1-t-1    1.231    2.734    2.725    0.99    3.32    9.5    2    -1.477    2.422    5.191    7.459    1.143    7.857    1.143    2.28    1.83    0.123    this work
CH2_Pt@Rh_211_bridge1-t-2    1.19    2.734    2.723    0.99    3.32    9.5    2    -1.485    2.422    5.191    7.459    1.143    7.849    1.128    2.28    1.842    0.122    this work
CH2_Pt@Rh_211_bridge1-t-3    1.189    2.734    2.717    0.99    3.32    9.5    2    -1.496    2.428    5.191    7.459    1.143    7.845    1.116    2.28    1.836    0.12    this work
CH2_Pt@Rh_211_bridge2-s-1    0.809    2.734    2.714    1.015    3.61    7.0    2    -1.667    1.96    5.191    8.209    1.634    8.369    1.009    2.28    1.633    0.221    this work
CH2_Pt@Rh_211_bridge2-s-2    0.777    2.734    2.696    0.99    3.32    7.0    2    -1.293    2.108    5.191    7.459    1.143    7.953    1.01    2.28    2.157    0.231    this work
CH2_Pt@Rh_211_bridge2-t-1    1.31    2.734    2.714    0.99    3.32    9.0    2    -1.47    2.351    5.191    7.459    1.143    7.866    1.117    2.28    1.89    0.139    this work
CH2_Pt@Rh_211_bridge2-t-2    1.16    2.734    2.708    0.99    3.32    9.0    2    -1.481    2.356    5.191    7.459    1.143    7.862    1.105    2.28    1.884    0.137    this work
CH2_Pt@Rh_211_bridge3-s-1    1.184    2.734    2.734    1.015    3.61    8.5    2    -1.763    2.153    5.191    8.209    1.634    8.316    1.088    2.28    1.439    0.159    this work
CH2_Pt@Rh_211_bridge3-s-2    1.074    2.734    2.713    0.99    3.32    8.5    2    -1.396    2.301    5.191    7.459    1.143    7.893    1.074    2.28    1.975    0.168    this work
CH2_Pt@Rh_211_bridge3-t-2    1.467    2.734    2.731    0.99    3.32    10.0    2    -1.5    2.494    5.191    7.459    1.143    7.833    1.138    2.28    1.794    0.105    this work
CH2_Pt@Rh_211_fcc-s-1    1.462    2.734    2.72    1.007    3.513    8.333    3    -1.66    2.171    5.191    7.959    1.47    8.173    1.081    2.28    1.629    0.163    this work
CH2_Pt@Rh_211_fcc-t-1    1.539    2.734    2.727    0.99    3.32    9.667    3    -1.484    2.446    5.191    7.459    1.143    7.849    1.141    2.28    1.818    0.117    this work
CH2_Pt@Rh_211_four-fold-s-2    1.567    2.734    2.713    0.99    3.32    8.5    4    -1.396    2.301    5.191    7.459    1.143    7.893    1.074    2.28    1.975    0.168    this work
CH2_Pt@Rh_211_hcp-s-1    1.176    2.734    2.714    1.007    3.513    7.667    3    -1.601    2.09    5.191    7.959    1.47    8.201    1.045    2.28    1.719    0.194    this work
CH2_Pt@Rh_211_hcp-s-2    1.067    2.734    2.698    0.99    3.32    7.667    3    -1.359    2.192    5.191    7.459    1.143    7.921    1.038    2.28    2.064    0.199    this work
CH2_Pt@Rh_211_hcp-t-1    1.292    2.734    2.721    0.99    3.32    9.333    3    -1.474    2.398    5.191    7.459    1.143    7.86    1.134    2.28    1.85    0.129    this work
CH2_Pt@Rh_211_hcp-t-2    1.25    2.734    2.716    0.99    3.32    9.333    3    -1.487    2.402    5.191    7.459    1.143    7.852    1.116    2.28    1.854    0.127    this work
CH2_Pt@Rh_211_top-s-1    1.653    2.734    2.732    1.04    3.9    7.0    1    -2.041    1.812    5.191    8.959    2.125    8.785    1.007    2.28    1.109    0.211    this work
CH2_Pt@Rh_211_top-s-2    1.561    2.734    2.695    0.99    3.32    7.0    1    -1.293    2.108    5.191    7.459    1.143    7.953    1.01    2.28    2.157    0.231    this work
CH2_Pt@Rh_211_top-t-1    1.836    2.734    2.714    0.99    3.32    9.0    1    -1.47    2.351    5.191    7.459    1.143    7.866    1.117    2.28    1.89    0.139    this work
CH2_Pt@Rh_211_top-t-2    1.824    2.734    2.703    0.99    3.32    9.0    1    -1.492    2.361    5.191    7.459    1.143    7.858    1.093    2.28    1.878    0.136    this work
CH2_PtRh_211_bridge1-s-2    1.219    2.783    2.76    1.04    3.9    8.0    2    -2.102    2.022    5.395    8.959    2.125    8.77    1.076    2.28    1.448    0.169    this work
CH2_PtRh_211_bridge1-s-3    1.151    2.783    2.749    1.015    3.61    8.0    2    -1.722    2.106    5.395    8.209    1.634    8.378    1.108    2.28    1.942    0.17    this work
CH2_PtRh_211_bridge1-s-4    1.193    2.783    2.741    0.99    3.32    8.0    2    -1.325    2.173    5.395    7.459    1.143    7.982    1.156    2.28    2.437    0.176    this work
CH2_PtRh_211_bridge1-t-1    1.176    2.783    2.77    0.99    3.32    9.5    2    -1.395    2.326    5.395    7.459    1.143    7.922    1.241    2.28    2.352    0.126    this work
CH2_PtRh_211_bridge1-t-2    1.215    2.783    2.779    1.015    3.61    9.5    2    -1.793    2.259    5.395    8.209    1.634    8.319    1.194    2.28    1.857    0.12    this work
CH2_PtRh_211_bridge1-t-3    1.34    2.783    2.783    1.04    3.9    9.5    2    -2.243    2.176    5.395    8.959    2.125    8.707    1.13    2.28    1.436    0.109    this work
CH2_PtRh_211_bridge1-t-4    1.281    2.783    2.775    1.015    3.61    9.5    2    -1.845    2.243    5.395    8.209    1.634    8.311    1.178    2.28    1.931    0.115    this work
CH2_PtRh_211_bridge2-s-1    0.763    2.783    2.739    1.015    3.61    7.0    2    -1.617    1.974    5.395    8.209    1.634    8.421    1.065    2.28    1.865    0.212    this work
CH2_PtRh_211_bridge2-s-2    0.659    2.783    2.739    1.015    3.61    7.0    2    -1.617    1.974    5.395    8.209    1.634    8.421    1.065    2.28    1.865    0.212    this work
CH2_PtRh_211_bridge2-t-1    1.261    2.783    2.761    1.015    3.61    9.0    2    -1.809    2.22    5.395    8.209    1.634    8.33    1.166    2.28    2.02    0.134    this work
CH2_PtRh_211_bridge2-t-2    1.078    2.783    2.761    1.015    3.61    9.0    2    -1.809    2.22    5.395    8.209    1.634    8.33    1.166    2.28    2.02    0.134    this work
CH2_PtRh_211_bridge3-s-1    1.075    2.783    2.762    1.015    3.61    8.5    2    -1.758    2.129    5.395    8.209    1.634    8.359    1.12    2.28    1.853    0.151    this work
CH2_PtRh_211_bridge3-s-2    1.031    2.783    2.769    1.015    3.61    8.5    2    -1.688    2.128    5.395    8.209    1.634    8.361    1.151    2.28    1.78    0.161    this work
CH2_PtRh_211_fcc-t-1    1.528    2.783    2.779    1.007    3.513    9.667    3    -1.69    2.284    5.395    7.959    1.47    8.177    1.208    2.28    2.017    0.114    this work
CH2_PtRh_211_hcp-s-1    1.121    2.783    2.744    1.007    3.513    7.667    3    -1.549    2.078    5.395    7.959    1.47    8.258    1.115    2.28    2.082    0.188    this work
CH2_PtRh_211_hcp-s-2    1.17    2.783    2.749    1.023    3.707    7.667    3    -1.814    2.034    5.395    8.459    1.798    8.523    1.083    2.28    1.752    0.184    this work
CH2_PtRh_211_top-s-1    1.552    2.783    2.75    1.04    3.9    7.0    1    -1.997    1.89    5.395    8.959    2.125    8.812    1.033    2.28    1.37    0.211    this work
CH2_PtRh_211_top-s-2    1.481    2.783    2.728    0.99    3.32    7.0    1    -1.238    2.059    5.395    7.459    1.143    8.03    1.097    2.28    2.359    0.213    this work
CH2_PtRh_211_top-t-1    2.035    2.783    2.77    1.04    3.9    9.0    1    -2.207    2.154    5.395    8.959    2.125    8.727    1.118    2.28    1.525    0.128    this work
CH2_PtRh_211_top-t-2    1.753    2.783    2.753    0.99    3.32    9.0    1    -1.411    2.286    5.395    7.459    1.143    7.933    1.214    2.28    2.515    0.14    this work
CH2_Rh_211_bridge1-t    1.192    2.734    2.72    0.99    3.32    9.5    2    -1.495    2.403    5.078    7.459    1.143    7.86    1.123    2.28    1.807    0.121    this work
CH2_Rh_211_bridge2-s    0.803    2.734    2.694    0.99    3.32    7.0    2    -1.293    2.099    5.078    7.459    1.143    7.969    0.987    2.28    2.07    0.24    this work
CH2_Rh_211_bridge2-t    1.167    2.734    2.707    0.99    3.32    9.0    2    -1.493    2.354    5.078    7.459    1.143    7.871    1.1    2.28    1.841    0.137    this work
CH2_Rh_211_bridge3-s    1.057    2.734    2.714    0.99    3.32    8.5    2    -1.395    2.275    5.078    7.459    1.143    7.907    1.066    2.28    1.921    0.173    this work
CH2_Rh_211_fcc-s    1.325    2.734    2.703    0.99    3.32    8.333    3    -1.426    2.27    5.078    7.459    1.143    7.906    1.063    2.28    1.918    0.171    this work
CH2_Rh_211_four-fold-s    1.56    2.734    2.714    0.99    3.32    8.5    4    -1.395    2.276    5.078    7.459    1.143    7.91    1.066    2.28    1.921    0.173    this work
